Year,File,n_categories,Unfold call idx,Unfold key,Unfold event type,Unfold object type,Unfold dt (s),Read time (s),Drilldown time (s)
2017,./data/BPIC17.jsonocel,10,8,"(Offer,8)",O_Create Offer,Offer,1.5048625259660184,51.59697099705227,3.0051265920046717
2017,./data/BPIC17.jsonocel,10,9,"(Offer,9)",O_Create Offer,Offer,1.5103111820062622,51.59697099705227,3.0051265920046717
2017,./data/BPIC17.jsonocel,10,10,"(Offer,10)",O_Create Offer,Offer,1.522330695996061,51.59697099705227,3.0051265920046717
2019,./data/BPIC19.jsonocel,10,1,"(POItem,1)",Record Goods Receipt,POItem,2.439859761041589,81.49621183506679,8.212915832991712
2019,./data/BPIC19.jsonocel,10,2,"(POItem,2)",Record Goods Receipt,POItem,2.9726798379560933,81.49621183506679,8.212915832991712
2019,./data/BPIC19.jsonocel,10,3,"(POItem,3)",Record Goods Receipt,POItem,2.860086490982212,81.49621183506679,8.212915832991712
2019,./data/BPIC19.jsonocel,10,4,"(POItem,4)",Record Goods Receipt,POItem,2.9459958520019427,81.49621183506679,8.212915832991712
2019,./data/BPIC19.jsonocel,10,5,"(POItem,5)",Record Goods Receipt,POItem,2.8368314090184867,81.49621183506679,8.212915832991712
2019,./data/BPIC19.jsonocel,10,6,"(POItem,6)",Record Goods Receipt,POItem,2.9173651189776137,81.49621183506679,8.212915832991712
2019,./data/BPIC19.jsonocel,10,7,"(POItem,7)",Record Goods Receipt,POItem,2.7017768209334463,81.49621183506679,8.212915832991712
2019,./data/BPIC19.jsonocel,10,8,"(POItem,8)",Record Goods Receipt,POItem,2.6989310709759593,81.49621183506679,8.212915832991712
2019,./data/BPIC19.jsonocel,10,9,"(POItem,9)",Record Goods Receipt,POItem,2.683063087053597,81.49621183506679,8.212915832991712
2019,./data/BPIC19.jsonocel,10,10,"(POItem,10)",Record Goods Receipt,POItem,2.7647377230459824,81.49621183506679,8.212915832991712
